,index,sample,batch,condition,variable,cell,direction,ilum,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
588,Voltage (V)_d_Reverse_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Voltage (V),d,Reverse,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,,,,,,,,,,,,,,
589,Current Density(mA/cm2)_d_Reverse_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Current Density(mA/cm2),d,Reverse,Light,20.17308,16.79006,13.48386,10.26482,7.125062,4.126973,1.203827,-1.58408,-4.203768,-6.65205,-8.937525,-10.98251,-12.77136,-14.32364,-15.54164,-16.53231,-17.23446,-17.7349,-18.05782,-18.26616,-18.41921,-18.50852,-18.61599,-18.6245,-18.70867,-18.7191,-18.76668,-18.76911,-18.81278,-18.8374,-18.81959,-18.86549,-18.85801,-18.91391,-18.89094,-18.93263,-18.91578,-18.95853,-18.96486,-18.9951,-18.98375,-19.00673,-19.01663,-19.00191,-19.04644,-19.02068,-19.08603,-19.03996,-19.08495,-19.04776,-19.09411,-19.08846,-19.09094,-19.11267,-19.11828,-19.10996,-19.12544,-19.14264,-19.11617,-19.15426,-19.131,-19.17827,,,,,,,,,,,,,,
590,Voltage (V)_d_Forward_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Voltage (V),d,Forward,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,,,,,,,,,,,,,,
591,Current Density(mA/cm2)_d_Forward_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Current Density(mA/cm2),d,Forward,Light,18.67364,15.35129,12.11883,8.996431,5.982727,3.094954,0.3808827,-2.097409,-4.513074,-6.577506,-8.54695,-10.31261,-11.91761,-13.28404,-14.47124,-15.45189,-16.30477,-16.93209,-17.44531,-17.79958,-18.09311,-18.27064,-18.42407,-18.49507,-18.55706,-18.64597,-18.65832,-18.73297,-18.73154,-18.77754,-18.76965,-18.82884,-18.83896,-18.84453,-18.87392,-18.87291,-18.92104,-18.89638,-18.93886,-18.9291,-18.95338,-18.94468,-18.97689,-18.98141,-19.01161,-19.02707,-19.01716,-19.02636,-19.03499,-19.08335,-19.04726,-19.11,-19.08027,-19.08994,-19.10599,-19.10131,-19.09263,-19.12471,-19.1117,-19.11977,-19.17409,-19.14046,,,,,,,,,,,,,,
592,Voltage (V)_e_Reverse_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Voltage (V),e,Reverse,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,,,,,,,,,,,,,,
593,Current Density(mA/cm2)_e_Reverse_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Current Density(mA/cm2),e,Reverse,Light,30.00311,25.78609,21.00371,16.36252,11.87599,7.582544,3.510434,-0.3668521,-3.991012,-7.35145,-10.38374,-13.04563,-15.29879,-17.16463,-18.57226,-19.65409,-20.33391,-20.84363,-21.14119,-21.38218,-21.4833,-21.6094,-21.71419,-21.73215,-21.79945,-21.83774,-21.91235,-21.87542,-21.95763,-21.9456,-21.98024,-22.00337,-22.01174,-22.02264,-22.02388,-22.07626,-22.04088,-22.08212,-22.06424,-22.10702,-22.09666,-22.08577,-22.09918,-22.13834,-22.13407,-22.14764,-22.15326,-22.16272,-22.19432,-22.17475,-22.20922,-22.16961,-22.22355,-22.18267,-22.22305,-22.19517,-22.23788,-22.20636,-22.24966,-22.23615,-22.22096,-22.26556,,,,,,,,,,,,,,
594,Voltage (V)_e_Forward_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Voltage (V),e,Forward,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,,,,,,,,,,,,,,
595,Current Density(mA/cm2)_e_Forward_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Current Density(mA/cm2),e,Forward,Light,27.82052,22.96403,18.28128,13.78972,9.491762,5.426259,1.6363,-1.896628,-5.189812,-7.98575,-10.59019,-12.85181,-14.80927,-16.42987,-17.79587,-18.90251,-19.72523,-20.40543,-20.82646,-21.16731,-21.38661,-21.56516,-21.65959,-21.75547,-21.80064,-21.85357,-21.87647,-21.9013,-21.95506,-21.96469,-21.98842,-21.96516,-22.03227,-22.00307,-22.03827,-22.01969,-22.06364,-22.0249,-22.09472,-22.08459,-22.09692,-22.11312,-22.08385,-22.12667,-22.10039,-22.15945,-22.12495,-22.14917,-22.12984,-22.16683,-22.16368,-22.17428,-22.16397,-22.15911,-22.18459,-22.17255,-22.23812,-22.24084,-22.23422,-22.20751,-22.2488,-22.22136,,,,,,,,,,,,,,
596,Voltage (V)_f_Reverse_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Voltage (V),f,Reverse,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,,,,,,,,,,,,,,
597,Current Density(mA/cm2)_f_Reverse_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Current Density(mA/cm2),f,Reverse,Light,22.52333,18.90011,15.34552,11.88621,8.513694,5.292016,2.14926,-0.8213862,-3.633619,-6.238302,-8.640175,-10.75506,-12.60393,-14.11893,-15.34327,-16.19836,-16.83036,-17.21238,-17.49523,-17.66637,-17.75639,-17.86849,-17.88788,-17.96042,-17.96953,-18.03234,-18.0038,-18.04711,-18.04499,-18.06588,-18.06573,-18.08953,-18.11688,-18.10519,-18.12892,-18.11063,-18.12646,-18.11493,-18.14551,-18.13904,-18.15964,-18.13388,-18.17374,-18.15132,-18.18231,-18.18204,-18.19154,-18.18026,-18.21426,-18.20369,-18.18741,-18.21966,-18.19233,-18.23937,-18.19833,-18.20981,-18.20042,-18.23705,-18.20408,-18.23387,-18.22257,-18.23979,,,,,,,,,,,,,,
598,Voltage (V)_f_Forward_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Voltage (V),f,Forward,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,,,,,,,,,,,,,,
599,Current Density(mA/cm2)_f_Forward_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Current Density(mA/cm2),f,Forward,Light,20.72904,17.12939,13.63839,10.24721,6.98195,3.892168,0.9591894,-1.79586,-4.384751,-6.633575,-8.752769,-10.58277,-12.20605,-13.55801,-14.68116,-15.57725,-16.26639,-16.78056,-17.13181,-17.41049,-17.56632,-17.7131,-17.75345,-17.8463,-17.86889,-17.90501,-17.91468,-17.98446,-18.00742,-17.99701,-18.02094,-18.02502,-18.06063,-18.04238,-18.08748,-18.06587,-18.1151,-18.09531,-18.12341,-18.10987,-18.12587,-18.1221,-18.14137,-18.15878,-18.14592,-18.16377,-18.14929,-18.17691,-18.15831,-18.18944,-18.17373,-18.20322,-18.16757,-18.22225,-18.19807,-18.21149,-18.20481,-18.20644,-18.21414,-18.21196,-18.19763,-18.26859,,,,,,,,,,,,,,
600,Voltage (V)_a_Reverse_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-5.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Voltage (V),a,Reverse,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,,,,,,,,,,,,,,
601,Current Density(mA/cm2)_a_Reverse_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-5.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Current Density(mA/cm2),a,Reverse,Light,30.00307,30.00309,30.00308,30.00308,26.12829,22.36576,19.35751,16.92051,14.79744,13.01466,11.39375,9.846713,8.332112,6.85595,5.426516,3.735332,2.002289,0.3101013,-1.441994,-3.43739,-5.295132,-7.018069,-8.693669,-10.2347,-11.56696,-12.73149,-13.68765,-14.53303,-15.1559,-15.71291,-16.14809,-16.55807,-16.89909,-17.22588,-17.52728,-17.79924,-18.08067,-18.3086,-18.57944,-18.81689,-19.05409,-19.26853,-19.48411,-19.68065,-19.8885,-20.06864,-20.25083,-20.42529,-20.60372,-20.77828,-20.94156,-21.08126,-21.21724,-21.34844,-21.49811,-21.60571,-21.74907,-21.84395,-21.96376,-22.07069,-22.19589,-22.28311,,,,,,,,,,,,,,
602,Voltage (V)_a_Forward_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-5.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Voltage (V),a,Forward,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,,,,,,,,,,,,,,
603,Current Density(mA/cm2)_a_Forward_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-5.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Current Density(mA/cm2),a,Forward,Light,30.00308,27.95529,25.55681,23.46803,21.61461,19.78891,18.11346,16.50347,14.9614,13.61008,12.33806,11.10449,9.9386,8.642644,7.329644,6.134453,4.638448,3.017892,1.190876,-0.3548881,-1.93953,-3.834509,-5.749159,-7.257325,-8.87555,-10.34767,-11.69464,-12.83298,-13.83694,-14.62682,-15.27273,-15.82382,-16.3169,-16.74205,-17.10319,-17.46105,-17.78457,-18.07787,-18.36389,-18.61281,-18.86179,-19.1347,-19.36093,-19.56921,-19.78406,-20.01956,-20.18591,-20.38081,-20.56586,-20.73456,-20.87964,-21.05355,-21.19258,-21.3378,-21.46834,-21.61296,-21.73281,-21.84076,-21.96059,-22.06381,-22.17975,-22.29458,,,,,,,,,,,,,,
604,Voltage (V)_b_Reverse_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-5.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Voltage (V),b,Reverse,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,,,,,,,,,,,,,,
605,Current Density(mA/cm2)_b_Reverse_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-5.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Current Density(mA/cm2),b,Reverse,Light,30.00302,30.00304,30.00307,30.00304,30.00306,30.00306,30.00304,30.00304,30.00304,30.00303,30.00304,30.00301,30.00302,30.00304,30.00299,30.00307,30.00303,30.00303,30.00302,30.00304,30.00304,30.00302,30.00303,30.00298,30.00296,30.00304,30.00307,30.00299,30.00302,30.00304,30.00301,30.00304,30.00301,30.00294,30.003,30.00298,30.00301,30.00296,30.00296,30.00301,30.00303,30.00299,30.00299,28.99219,25.99336,23.06312,20.14907,17.32109,14.53349,11.80291,9.124525,6.468956,3.873059,1.321526,-1.185308,-3.622411,-6.033744,-8.373669,-10.66793,-12.91956,-15.14689,-17.35296,,,,,,,,,,,,,,
606,Voltage (V)_b_Forward_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-5.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Voltage (V),b,Forward,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,,,,,,,,,,,,,,
607,Current Density(mA/cm2)_b_Forward_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-5.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Current Density(mA/cm2),b,Forward,Light,30.00314,30.00311,30.00311,30.00306,30.00309,30.00304,30.00311,30.00308,30.00308,30.00309,30.00308,30.00304,30.00306,30.00304,30.00308,30.00308,30.00307,30.00307,30.00304,30.00309,30.00304,30.00304,30.00305,30.00304,30.00303,30.00304,30.00304,30.003,30.00303,30.00303,30.00295,30.00296,30.00297,30.00299,30.00299,30.00297,30.00297,30.00299,30.00296,30.00297,30.00294,30.00292,30.00292,29.0383,26.08911,23.18366,20.2879,17.3631,14.54279,11.79289,9.116137,6.475356,3.890951,1.359475,-1.151047,-3.595479,-6.002808,-8.328531,-10.62144,-12.90744,-15.14418,-17.36334,,,,,,,,,,,,,,
608,Voltage (V)_c_Reverse_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-5.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Voltage (V),c,Reverse,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,,,,,,,,,,,,,,
609,Current Density(mA/cm2)_c_Reverse_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-5.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Current Density(mA/cm2),c,Reverse,Light,30.00316,30.00315,30.00316,30.00311,24.94748,19.57516,14.41039,9.469569,4.772697,0.3824089,-3.701291,-7.447856,-10.82413,-13.75248,-16.21391,-18.13173,-19.55865,-20.52289,-21.15574,-21.52243,-21.75474,-21.83719,-21.92595,-21.96783,-22.02183,-22.03125,-22.06073,-22.07286,-22.10554,-22.12272,-22.14416,-22.14541,-22.17733,-22.19832,-22.18373,-22.20133,-22.21588,-22.22436,-22.21349,-22.20557,-22.21779,-22.23013,-22.23813,-22.2404,-22.24527,-22.24251,-22.24536,-22.26028,-22.25879,-22.25641,-22.26016,-22.24428,-22.25457,-22.27604,-22.27917,-22.27721,-22.28451,-22.28341,-22.27647,-22.30166,-22.29499,-22.30639,,,,,,,,,,,,,,
610,Voltage (V)_c_Forward_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-5.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Voltage (V),c,Forward,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,,,,,,,,,,,,,,
611,Current Density(mA/cm2)_c_Forward_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-5.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Current Density(mA/cm2),c,Forward,Light,30.00306,30.00307,30.00311,26.26361,21.22632,16.49406,12.03838,7.820588,3.80515,0.06410525,-3.336058,-6.376006,-9.234406,-11.83628,-14.07614,-16.02249,-17.60791,-18.88501,-19.81276,-20.48058,-20.88821,-21.19115,-21.35751,-21.52092,-21.61912,-21.72351,-21.78729,-21.86781,-21.90233,-21.95094,-21.98842,-22.03819,-22.06221,-22.08328,-22.09691,-22.13589,-22.16307,-22.16925,-22.17347,-22.18207,-22.18289,-22.20872,-22.22022,-22.21244,-22.23723,-22.23508,-22.24529,-22.25271,-22.23812,-22.23738,-22.25844,-22.25285,-22.27814,-22.27115,-22.27867,-22.2698,-22.28587,-22.27184,-22.2889,-22.27585,-22.28912,-22.28628,,,,,,,,,,,,,,
612,Voltage (V)_d_Reverse_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-5.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Voltage (V),d,Reverse,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,,,,,,,,,,,,,,
613,Current Density(mA/cm2)_d_Reverse_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-5.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Current Density(mA/cm2),d,Reverse,Light,30.0031,30.0031,29.12715,24.6781,20.20133,15.84925,11.6354,7.623844,3.789019,0.1955714,-3.178084,-6.398187,-9.360606,-12.05482,-14.46514,-16.53496,-18.26489,-19.61849,-20.62148,-21.30379,-21.7877,-22.08954,-22.27409,-22.39346,-22.44054,-22.51811,-22.52776,-22.57539,-22.58649,-22.62936,-22.62108,-22.65369,-22.65732,-22.68446,-22.69696,-22.69966,-22.70631,-22.72798,-22.74231,-22.73524,-22.74152,-22.75701,-22.75795,-22.78954,-22.77655,-22.78941,-22.78746,-22.7939,-22.80511,-22.81985,-22.80004,-22.84917,-22.83969,-22.83359,-22.8305,-22.83728,-22.82813,-22.85614,-22.84471,-22.84464,-22.86839,-22.85679,,,,,,,,,,,,,,
614,Voltage (V)_d_Forward_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-5.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Voltage (V),d,Forward,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,,,,,,,,,,,,,,
615,Current Density(mA/cm2)_d_Forward_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-5.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Current Density(mA/cm2),d,Forward,Light,30.00313,27.10799,22.56463,18.42639,14.67031,11.27875,8.170681,5.193025,2.513288,-0.0332721,-2.362174,-4.749614,-6.816244,-8.982144,-11.07412,-13.07919,-14.95377,-16.61502,-18.04504,-19.15889,-20.03641,-20.67377,-21.16519,-21.48516,-21.7119,-21.86928,-22.01196,-22.12048,-22.19848,-22.29605,-22.3482,-22.43524,-22.45582,-22.50195,-22.53717,-22.59567,-22.59884,-22.64481,-22.64011,-22.66739,-22.69967,-22.72146,-22.69804,-22.74034,-22.73637,-22.76536,-22.74827,-22.77605,-22.76599,-22.79869,-22.78064,-22.81176,-22.7942,-22.82617,-22.80788,-22.81497,-22.81963,-22.84294,-22.84617,-22.83749,-22.84349,-22.85868,,,,,,,,,,,,,,
616,Voltage (V)_e_Reverse_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-5.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Voltage (V),e,Reverse,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,,,,,,,,,,,,,,
617,Current Density(mA/cm2)_e_Reverse_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-5.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Current Density(mA/cm2),e,Reverse,Light,30.00304,30.0031,30.00308,28.60221,23.59661,19.70941,16.49459,13.87982,11.80109,10.00749,8.528437,7.147187,5.926014,4.492293,3.037189,1.42029,-0.1799989,-1.995724,-4.040181,-6.040716,-7.890456,-9.734038,-11.44204,-12.94951,-14.20653,-15.26845,-16.13679,-16.83966,-17.38159,-17.80372,-18.15868,-18.45514,-18.72997,-18.94322,-19.17709,-19.38215,-19.57199,-19.71632,-19.88996,-20.03467,-20.22935,-20.35813,-20.52146,-20.63835,-20.80663,-20.91841,-21.05849,-21.16558,-21.30894,-21.40945,-21.53139,-21.62883,-21.7431,-21.84946,-21.96876,-22.03902,-22.13792,-22.22419,-22.32988,-22.42173,-22.5135,-22.5879,,,,,,,,,,,,,,
618,Voltage (V)_e_Forward_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-5.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Voltage (V),e,Forward,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,,,,,,,,,,,,,,
619,Current Density(mA/cm2)_e_Forward_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-5.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Current Density(mA/cm2),e,Forward,Light,27.14917,24.46648,22.01723,19.70525,17.65429,15.77111,14.08115,12.55535,11.12068,9.864756,8.630056,7.572244,6.5365,5.353569,4.107353,2.702439,1.066022,-0.4092754,-1.497423,-3.352868,-5.284494,-6.838175,-8.625606,-10.36621,-11.91653,-13.28551,-14.49057,-15.49695,-16.32344,-17.01303,-17.593,-17.98254,-18.37319,-18.69368,-18.968,-19.19342,-19.40674,-19.59842,-19.79997,-19.98439,-20.14852,-20.32191,-20.48665,-20.62805,-20.78184,-20.90001,-21.05891,-21.16964,-21.29824,-21.40688,-21.53744,-21.63261,-21.75901,-21.84827,-21.95591,-22.07789,-22.15987,-22.25107,-22.33309,-22.43601,-22.51682,-22.61423,,,,,,,,,,,,,,
